Rank,City,State,Population.2017,Census.2010,Change,Land.Area.2016.sqmi,Land.Area.2016.km2,Population.Density.2016.sqmi,Population.Density.2016.km2,Location.Lon,Location.Lat,Climate.URL,key,city.x,state.x,high.jan,high.feb,high.mar,high.apr,high.may,high.jun,high.jul,high.aug,high.sep,high.oct,high.nov,high.dec,low.jan,low.feb,low.mar,low.apr,low.may,low.jun,low.jul,low.aug,low.sep,low.oct,low.nov,low.dec,avg.precip.jan,avg.precip.feb,avg.precip.mar,avg.precip.apr,avg.precip.may,avg.precip.jun,avg.precip.jul,avg.precip.aug,avg.precip.sep,avg.precip.oct,avg.precip.nov,avg.precip.dec,days.precip.jan,days.precip.feb,days.precip.mar,days.precip.apr,days.precip.may,days.precip.jun,days.precip.jul,days.precip.aug,days.precip.sep,days.precip.oct,days.precip.nov,days.precip.dec,hours.sun.jan,hours.sun.feb,hours.sun.mar,hours.sun.apr,hours.sun.may,hours.sun.jun,hours.sun.jul,hours.sun.aug,hours.sun.sep,hours.sun.oct,hours.sun.nov,hours.sun.dec,snow.jan,snow.feb,snow.mar,snow.apr,snow.may,snow.jun,snow.jul,snow.aug,snow.sep,snow.oct,snow.nov,snow.dec,city.y,state.y,annual.high,annual.low,avg.tmp,avg.annual.precip,annual.days.precip,annual.hours.sunshine,avg.snowfall,State.Abbr,walk.score,bike.score,transit.score,median.age,mf.ratio,married,families
1,New York,New York,8622698,8175133,0.0547,301.5,780.9,28317,10933,40.6635N,73.9387W,https://www.usclimatedata.com/climate/new-york/new-york/united-states/usny0996,"New York, New York",New York,New York,39,42,50,60,71,79,85,83,76,65,54,44,26,29,35,44,55,64,70,69,61,50,41,32,3.9,2.95,4.06,3.94,4.45,3.5,11,10,8,8,9,10,11,10,12,11,11,10,302,271,235,213,169,155,154,171,213,237,268,289,NA,NA,NA,NA,NA,NA,4.53,4.13,3.98,3.39,3.82,3.58,NA,NA,NA,NA,NA,NA,New York,New York,62.3,48,55.15,46.23,NA,2677,NA,NY,89,68,85,35.9,0.9,0.46,0.44
2,Los Angeles,California,3999759,3792621,0.0546,468.7,1213.9,8484,3276,34.0194N,118.4108W,https://www.usclimatedata.com/climate/los-angeles/california/united-states/usca1339,"Los Angeles, California",Los Angeles,California,67,67,67,69,70,73,77,79,78,75,71,67,51,51,51,53,56,58,62,62,62,59,55,51,3.98,5.08,2.83,0.98,0.31,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.24,0.91,1.38,2.76,NA,NA,NA,NA,NA,NA,Los Angeles,California,71.7,55.9,63.8,18.67,NA,NA,NA,CA,67,55,51,35,1,0.44,0.45
3,Chicago,Illinois,2716450,2695598,0.0077,227.3,588.7,11900,4600,41.8376N,87.6818W,https://www.usclimatedata.com/climate/chicago/illinois/united-states/usil0225,"Chicago, Illinois",Chicago,Illinois,32,34,43,55,65,75,81,79,73,61,47,36,18,20,29,40,50,60,66,65,58,47,34,23,1.85,1.61,2.76,3.03,3.74,4.06,9,8,8,7,10,10,10,10,12,13,12,11,333,299,247,216,136,118,126,142,199,221,274,300,NA,NA,NA,NA,NA,NA,3.39,3.15,2.72,2.8,2.2,1.89,NA,NA,NA,NA,NA,NA,Chicago,Illinois,56.8,42.5,49.65,33.2,NA,2611,NA,IL,78,72,65,33.9,0.9,0.41,0.45
4,Houston,Texas,2312717,2100263,0.1012,637.5,1651.1,3613,1395,29.7866N,95.3909W,https://www.usclimatedata.com/climate/houston/texas/united-states/ustx0617,"Houston, Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,49,48,37,32.7,1,0.48,0.49
5,Phoenix,Arizona,1626078,1445632,0.1248,517.6,1340.6,3120,1200,33.5722N,112.0901W,https://www.usclimatedata.com/climate/phoenix/arizona/united-states/usaz0166,"Phoenix, Arizona",Phoenix,Arizona,67,71,77,85,95,104,106,104,100,89,76,66,46,49,53,60,69,78,83,83,77,65,53,45,0.91,0.91,0.98,0.28,0.12,0.04,4,5,3,3,2,4,4,4,3,2,1,1,377,351,334,307,267,236,248,244,314,346,404,404,NA,NA,NA,NA,NA,NA,1.06,0.98,0.63,0.59,0.67,0.87,NA,NA,NA,NA,NA,NA,Phoenix,Arizona,86.7,63.4,75.05,8.04,NA,3832,NA,AZ,41,52,36,33.3,1,0.46,0.5
6,Philadelphia,Pennsylvania,1580863,1526006,0.0359,134.2,347.6,11683,4511,40.0094N,75.1333W,https://www.usclimatedata.com/climate/philadelphia/pennsylvania/united-states/uspa1276,"Philadelphia, Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,79,66,67,33.9,0.9,0.38,0.42
7,San Antonio,Texas,1511946,1327407,0.139,461,1194,3238,1250,29.4724N,98.5251W,https://www.usclimatedata.com/climate/san-antonio/new-mexico/united-states/usnm0570,"San Antonio, New Mexico",San Antonio,New Mexico,56,62,69,77,87,95,96,93,88,78,67,56,20,24,30,37,46,54,60,59,51,38,27,20,0.35,0.47,0.39,0.24,0.51,0.51,1.46,2.09,1.14,1.26,0.55,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,3,San Antonio,New Mexico,77,38.8,57.9,9.84,NA,NA,NA,TX,38,42,36,33.1,1,0.49,0.47
8,San Diego,California,1419516,1307402,0.0858,325.2,842.3,4325,1670,32.8153N,117.1350W,https://www.usclimatedata.com/climate/san-diego/california/united-states/usca0982,"San Diego, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,51,39,37,34.2,1,0.48,0.45
9,Dallas,Texas,1341075,1197816,0.1196,340.9,882.9,3866,1493,32.7933N,96.7665W,https://www.usclimatedata.com/climate/dallas/texas/united-states/ustx1575,"Dallas, Texas",Dallas,Texas,57,61,69,77,84,91,95,96,89,80,68,58,30,35,42,51,60,67,71,71,64,52,43,32,2.32,2.99,3.7,3.43,4.61,4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.13,3.35,4.88,3.31,2.8,NA,NA,NA,NA,NA,NA,Dallas,Texas,77.1,51.5,64.3,40.97,NA,NA,NA,TX,46,46,40,32.5,1,0.46,0.49
10,San Jose,California,1035317,945942,0.0945,177.5,459.7,5777,2231,37.2967N,121.8189W,https://www.usclimatedata.com/climate/san-jose/california/united-states/usca0993,"San Jose, California",San Jose,California,60,64,67,70,75,81,84,84,82,76,67,61,42,45,47,49,53,56,58,58,57,53,46,42,2.99,3.31,2.05,1.06,0.39,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,0.24,0.79,1.89,2.13,NA,NA,NA,NA,NA,NA,San Jose,California,72.6,50.5,61.55,15.09,NA,NA,NA,CA,51,59,41,36.1,1,0.56,0.48
11,Austin,Texas,950715,790390,0.2028,312.7,809.9,3031,1170,30.3039N,97.7544W,https://www.usclimatedata.com/climate/austin/texas/united-states/ustx2742,"Austin, Texas",Austin,Texas,62,65,72,80,87,92,96,97,91,82,71,63,42,45,51,59,67,72,74,75,69,61,51,42,2.2,2.01,2.76,2.09,4.37,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,2.36,2.99,3.9,2.95,2.4,NA,NA,NA,NA,NA,NA,Austin,Texas,79.8,59,69.4,34.25,NA,NA,NA,TX,40,51,34,32.4,1,0.44,0.49
12,Jacksonville,Florida,892062,821784,0.0855,747.4,1935.8,1178,455,30.3369N,81.6616W,https://www.usclimatedata.com/climate/jacksonville/florida/united-states/usfl0663,"Jacksonville, Florida",Jacksonville,Florida,65,69,74,80,87,90,92,92,88,81,74,67,39,43,47,53,61,68,71,71,67,59,49,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacksonville,Florida,79.9,55.9,67.9,NA,NA,NA,NA,FL,27,40,22,35.7,0.9,0.5,0.42
13,San Francisco,California,884363,805235,0.0983,46.9,121.5,18569,7170,37.7272N,123.0322W,https://www.usclimatedata.com/climate/san-francisco/california/united-states/usca0987,"San Francisco, California",San Francisco,California,57,60,62,63,64,66,67,68,70,69,63,57,46,47,49,49,51,53,54,55,55,54,50,46,4.49,4.45,3.27,1.46,0.71,0.16,1,1,1,4,7,10,11,11,10,6,4,2,300,272,267,243,189,156,165,182,251,281,314,330,NA,NA,NA,NA,NA,NA,0,0.08,0.2,1.1,3.15,4.57,NA,NA,NA,NA,NA,NA,San Francisco,California,63.8,50.8,57.3,23.64,NA,2950,NA,CA,86,71,80,38.4,1,0.45,0.35
14,Columbus,Ohio,879170,787033,0.1171,218.5,565.9,3936,1520,39.9852N,82.9848W,https://www.usclimatedata.com/climate/columbus/ohio/united-states/usoh2095,"Columbus, Ohio",Columbus,Ohio,36,40,52,63,73,82,85,84,77,65,52,41,20,24,32,41,52,61,65,63,56,44,35,26,9.65,6.97,6.1,3.23,3.5,3.98,10,10,8,9,11,13,13,11,13,13,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06,3.11,2.64,1.65,3.82,7.4,NA,NA,NA,NA,NA,NA,Columbus,Ohio,62.5,43.3,52.9,56.11,NA,NA,NA,OH,41,47,31,32.1,1,0.42,0.48
15,Fort Worth,Texas,874168,741206,0.1794,342.9,888.1,2491,962,32.7815N,97.3467W,https://www.usclimatedata.com/climate/fort-worth/texas/united-states/ustx1900,"Fort Worth, Texas",Fort Worth,Texas,57,60,68,76,83,91,96,97,89,79,67,57,33,36,44,53,63,70,74,73,66,54,45,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fort Worth,Texas,76.7,53.8,65.25,NA,NA,NA,NA,TX,34,36,20,32,1,0.52,0.54
16,Indianapolis,Indiana,863002,820445,0.0519,361.5,936.3,2366,914,39.7767N,86.1459W,https://www.usclimatedata.com/climate/indianapolis/indiana/united-states/usin1068,"Indianapolis, Indiana",Indianapolis,Indiana,36,40,52,63,73,82,85,84,78,65,52,39,20,24,33,43,53,62,66,64,56,45,35,24,2.64,2.28,3.54,3.78,5.04,4.21,10,8,8,8,10,12,12,10,11,12,13,11,294,272,234,195,117,102,133,146,179,216,263,288,NA,NA,NA,NA,NA,NA,4.53,3.11,3.11,3.11,3.7,3.15,NA,NA,NA,NA,NA,NA,Indianapolis,Indiana,62.4,43.8,53.1,42.2,NA,2439,NA,IN,30,42,23,34,0.9,0.45,0.47
17,Charlotte,North Carolina,859035,731424,0.1745,305.4,791,2757,1064,35.2078N,80.8310W,https://www.usclimatedata.com/climate/charlotte/north-carolina/united-states/usnc0121,"Charlotte, North Carolina",Charlotte,North Carolina,51,55,63,72,79,86,89,87,81,72,62,53,30,33,39,47,56,65,68,67,60,49,39,32,3.43,3.31,4.02,3.03,3.19,3.74,3.66,4.21,3.23,3.39,3.15,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,0,0,0,Charlotte,North Carolina,70.8,48.8,59.8,41.63,NA,NA,NA,NC,26,30,27,33.8,0.9,0.48,0.5
18,Seattle,Washington,724745,608660,0.1907,83.8,217,8405,3245,47.6205N,122.3509W,https://www.usclimatedata.com/climate/seattle/washington/united-states/uswa0395,"Seattle, Washington",Seattle,Washington,45,48,52,58,64,69,72,73,67,59,51,47,36,37,39,43,47,52,54,55,52,47,41,38,5.2,3.9,3.31,1.97,1.57,1.42,5,6,8,14,17,19,19,15,16,13,11,9,304,248,197,122,77,62,74,99,154,201,247,234,NA,NA,NA,NA,NA,NA,0.63,0.75,1.65,3.27,5,5.43,NA,NA,NA,NA,NA,NA,Seattle,Washington,58.8,45.1,51.95,34.1,NA,2019,NA,WA,73,70,60,35.8,1,0.45,0.41
19,Denver,Colorado,704621,600158,0.1741,153.3,397,4521,1746,39.7619N,104.8811W,https://www.usclimatedata.com/climate/denver/colorado/united-states/usco0105,"Denver, Colorado",Denver,Colorado,44,46,54,61,71,81,88,86,77,65,52,43,17,20,26,34,44,53,59,57,47,36,25,17,0.47,0.47,1.26,1.73,2.28,1.69,2.05,2.05,1.06,1.06,0.83,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,11,7,1,0,0,0,1,4,9,9,Denver,Colorado,64,36.3,50.15,15.54,NA,NA,NA,CO,61,71,48,34.2,1,0.44,0.48
20,Washington,District of Columbia,693972,601723,0.1533,61.1,158.2,11148,4304,38.9041N,77.0172W,https://www.usclimatedata.com/climate/washington/district-of-columbia/united-states/usdc0001,"Washington, District Of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DC,0,0,0,33.8,0.9,0.34,0.43
21,Boston,Massachusetts,685094,617594,0.1093,48.3,125.1,13938,5381,42.3320N,71.0202W,https://www.usclimatedata.com/climate/boston/massachusetts/united-states/usma0046,"Boston, Massachusetts",Boston,Massachusetts,36,39,45,56,66,76,81,80,72,61,51,41,22,25,31,41,50,60,65,65,57,47,38,28,3.35,3.27,4.33,3.74,3.5,3.66,3.43,3.35,3.43,3.94,3.98,3.78,13,11,13,12,13,12,11,10,10,10,11,11,148,168,212,222,263,283,300,280,232,207,152,148,13,11,8,2,0,0,0,0,0,0,1,9,Boston,Massachusetts,58.7,44.1,51.4,43.76,NA,2615,NA,MA,81,69,73,31.7,0.9,0.34,0.43
22,El Paso,Texas,683577,649121,0.0531,256.8,665.1,2660,1030,31.8484N,106.4270W,https://www.usclimatedata.com/climate/el-paso/texas/united-states/ustx0413,"El Paso, Texas",El Paso,Texas,58,63,70,79,88,96,95,92,88,78,66,57,33,37,43,51,60,68,71,70,63,52,40,33,0.39,0.47,0.28,0.24,0.47,0.94,1.54,2.01,1.5,0.59,0.47,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,0,0,0,0,0,1,3,El Paso,Texas,77.5,51.8,64.65,9.69,NA,NA,NA,TX,41,39,31,32.6,1,0.54,0.47
23,Detroit,Michigan,673104,713777,-0.057,138.8,359.5,4847,1871,42.3830N,83.1022W,https://www.usclimatedata.com/climate/detroit/michigan/united-states/usmi0229,"Detroit, Michigan",Detroit,Michigan,31,32,42,55,67,77,82,80,73,60,46,35,19,18,27,37,48,58,63,62,55,44,33,24,2.05,2.09,2.4,2.99,3.54,2.83,9,8,9,9,12,13,13,12,13,12,12,11,321,284,226,189,98,89,90,128,180,212,263,295,NA,NA,NA,NA,NA,NA,2.83,2.87,2.44,2.64,2.2,2.09,NA,NA,NA,NA,NA,NA,Detroit,Michigan,56.7,40.7,48.7,30.97,NA,2375,NA,MI,55,52,38,34.8,0.9,0.32,0.45
24,Nashville,Tennessee,667560,601222,0.1103,475.9,1232.6,1388,536,36.1718N,86.7850W,https://www.usclimatedata.com/climate/nashville/tennessee/united-states/ustn0357,"Nashville, Tennessee",Nashville,Tennessee,47,52,61,71,78,86,89,89,82,72,60,49,28,32,39,47,57,65,69,68,61,49,39,31,3.74,3.94,4.09,4.02,5.51,4.13,3.62,3.19,3.43,3.03,4.29,4.25,12,11,12,11,11,9,10,9,7,7,9,11,123,142,196,241,285,308,292,279,250,224,168,126,3,2,1,0,0,0,0,0,0,0,0,1,Nashville,Tennessee,69.7,48.8,59.25,47.24,NA,2634,NA,TN,0,0,0,34,0.9,0.46,0.45
25,Memphis,Tennessee,652236,646889,0.0083,317.4,822.1,2056,794,35.1028N,89.9774W,https://www.usclimatedata.com/climate/memphis/tennessee/united-states/ustn0325,"Memphis, Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TN,37,38,0,33.5,0.9,0.4,0.45
26,Portland,Oregon,647805,583776,0.1097,133.5,345.8,4793,1851,45.5370N,122.6500W,https://www.usclimatedata.com/climate/portland/oregon/united-states/usor0275,"Portland, Oregon",Portland,Oregon,47,51,57,61,68,74,81,81,76,64,53,46,36,36,40,43,49,54,58,58,53,46,40,35,4.88,3.66,3.66,2.72,2.48,1.69,0.67,0.67,1.46,2.99,5.63,5.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,0,0,0,0,0,1,Portland,Oregon,63.3,45.7,54.5,35.98,NA,NA,NA,OR,65,81,51,36.8,1,0.46,0.45
27,Oklahoma City,Oklahoma,643648,579999,0.1097,606.3,1570.3,1053,407,35.4671N,97.5137W,https://www.usclimatedata.com/climate/oklahoma-city/oklahoma/united-states/usok0400,"Oklahoma City, Oklahoma",Oklahoma City,Oklahoma,50,55,63,72,80,88,94,93,85,73,62,51,29,33,41,50,60,68,72,71,63,52,40,31,1.38,1.57,3.07,3.07,4.65,4.92,2.91,3.27,4.06,3.7,1.97,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,0,0,0,0,0,0,0,0,2,Oklahoma City,Oklahoma,72.2,50.8,61.5,36.46,NA,NA,NA,OK,33,40,16,34,1,0.53,0.47
28,Las Vegas,Nevada,641676,583756,0.0992,134.4,348.1,4709,1818,36.2292N,115.2601W,https://www.usclimatedata.com/climate/las-vegas/nevada/united-states/usnv0049,"Las Vegas, Nevada",Las Vegas,Nevada,58,62,70,78,89,99,104,102,94,81,66,57,39,43,49,56,66,75,81,79,71,58,47,39,0.55,0.75,0.43,0.16,0.12,0.08,2,2,1,1,1,3,3,4,2,1,1,0,390,368,336,303,246,235,244,248,313,345,387,402,NA,NA,NA,NA,NA,NA,0.39,0.31,0.24,0.28,0.35,0.51,NA,NA,NA,NA,NA,NA,Las Vegas,Nevada,80,58.6,69.3,4.17,NA,3817,NA,NV,41,44,34,37.4,1,0.48,0.45
29,Louisville,Kentucky,621349,597337,0.0402,263.5,682.5,2339,903,38.1654N,85.6474W,https://www.usclimatedata.com/climate/louisville/kentucky/united-states/usky1846,"Louisville, Kentucky",Louisville,Kentucky,43,48,58,69,77,85,89,88,82,70,58,46,27,30,38,47,57,66,70,69,60,49,40,30,3.23,3.19,4.17,4.02,5.28,3.78,4.21,3.35,3.03,3.23,3.58,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,0,0,0,0,0,0,0,0,3,Louisville,Kentucky,67.8,48.6,58.2,44.89,NA,NA,NA,KY,0,0,0,37.3,0.9,0.5,0.43
30,Baltimore,Maryland,611648,620961,-0.015,80.9,209.5,7598,2934,39.3000N,76.6105W,https://www.usclimatedata.com/climate/baltimore/maryland/united-states/usmd0591,"Baltimore, Maryland",Baltimore,Maryland,42,46,54,65,75,85,89,87,80,68,58,46,29,31,39,48,57,67,73,71,64,52,43,33,2.91,2.6,3.86,3.19,3.46,3.27,10,9,8,8,8,9,9,8,10,11,11,10,291,263,222,204,159,145,155,166,213,231,254,276,NA,NA,NA,NA,NA,NA,4.61,3.39,4.06,3.03,2.95,3.39,NA,NA,NA,NA,NA,NA,Baltimore,Maryland,66.3,50.6,58.45,40.72,NA,2579,NA,MD,69,52,57,34.7,0.9,0.36,0.41
31,Milwaukee,Wisconsin,595351,594833,9e-4,96.2,249.2,6186,2388,43.0633N,87.9667W,https://www.usclimatedata.com/climate/milwaukee/wisconsin/united-states/uswi0455,"Milwaukee, Wisconsin",Milwaukee,Wisconsin,29,33,42,54,65,75,80,78,71,59,47,33,16,19,28,37,47,57,64,63,55,43,30,20,1.77,1.65,2.28,3.54,3.39,3.9,3.66,3.98,3.19,2.64,2.36,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,7,2,0,0,0,0,0,0,2,11,Milwaukee,Wisconsin,55.5,39.9,47.7,34.41,NA,NA,NA,WI,62,54,49,31,0.9,0.36,0.52
32,Albuquerque,New Mexico,558545,545852,0.0233,188.2,487.4,2972,1147,35.1056N,106.6474W,https://www.usclimatedata.com/climate/albuquerque/new-mexico/united-states/usnm0370,"Albuquerque, New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NM,43,60,30,36,1,0.48,0.46
33,Tucson,Arizona,535677,520116,0.0299,230.8,597.8,2299,888,32.1531N,110.8706W,https://www.usclimatedata.com/climate/tucson/arizona/united-states/usaz0247,"Tucson, Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ,42,64,34,33.2,1,0.42,0.45
34,Fresno,California,527438,494665,0.0663,114.4,296.3,4563,1762,36.7836N,119.7934W,https://www.usclimatedata.com/climate/fresno/california/united-states/usca2234,"Fresno, California",Fresno,California,56,63,68,75,84,92,96,96,91,80,66,56,38,42,45,49,55,61,66,65,61,53,43,38,2.28,2.01,2.48,1.02,0.55,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,0.04,0.31,0.67,1.18,2.01,NA,NA,NA,NA,NA,NA,Fresno,California,76.9,51.3,64.1,12.83,NA,NA,NA,CA,46,57,31,30.2,1,0.46,0.53
35,Sacramento,California,501901,466488,0.0759,97.9,253.6,5059,1953,38.5666N,121.4686W,https://www.usclimatedata.com/climate/sacramento/california/united-states/usca0967,"Sacramento, California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,47,66,34,34.2,1,0.47,0.48
36,Mesa,Arizona,496401,439041,0.1306,137.9,357.2,3514,1357,33.4019N,111.7174W,https://www.usclimatedata.com/climate/mesa/arizona/united-states/usaz0136,"Mesa, Arizona",Mesa,Arizona,67,71,76,85,94,104,106,104,99,89,75,67,42,45,49,54,61,70,77,76,70,59,47,40,1.02,0.98,1.18,0.31,0.16,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91,1.14,0.91,0.83,0.79,0.98,NA,NA,NA,NA,NA,NA,Mesa,Arizona,86.4,57.5,71.95,9.29,NA,NA,NA,AZ,37,57,27,36.1,1,0.54,0.43
37,Kansas City,Missouri,488943,459787,0.0634,315,815.8,1528,590,39.1251N,94.5510W,https://www.usclimatedata.com/climate/kansas-city/missouri/united-states/usmo0460,"Kansas City, Missouri",Kansas City,Missouri,40,45,56,67,76,85,90,89,80,68,54,42,22,26,36,47,57,67,72,70,60,49,37,26,1.14,1.5,2.17,3.7,5.12,5.51,3.98,4.41,4.17,3.5,2.13,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,0,0,0,0,0,0,0,0,4,Kansas City,Missouri,66,47.4,56.7,39.06,NA,NA,NA,MO,34,32,29,35.3,0.9,0.46,0.45
